partei;zeitraum;Anzahl_Segmente;Anteil an Gesamt in %;Anzahl_ja;Anzahl_prinzipiell_ja;Anzahl_neutral;Anzahl_nein_eher_nicht;Anzahl_nein;Anzahl_irrelevant;Netto_Haltung;Ø-Confidence;Anzahl_Low_Confidence;Anteil_Low_Confidence in %
FDP;01.10.-15.12.2024;24;100.0;7;2;1;1;0;13;562;555;9;37.5
